design_id,wall_material,wall_structural_thickness_m,wall_insulation_thickness_m,roof_insulation_thickness_m,floor_insulation_thickness_m,length_m,width_m,height_m,orientation_deg,window_area_m2,window_wall_orientation,door_area_m2,door_wall_orientation,window_solar_heat_gain_coefficient,window_u_value_w_m2k,door_u_value_w_m2k,has_thermal_mass,thermal_mass_material,thermal_mass_kg,thermal_mass_specific_heat_j_kgk,thermal_mass_heat_capacity_j_k,occupant_count,sensible_heat_per_person_w,equipment_heat_w,lighting_heat_w,floor_area_m2,volume_m3,net_wall_area_m2,weather_scenario_id,weather_name,weather_season,weather_date,weather_effective_date,latitude,longitude,weather_source,weather_data_category,weather_provenance,weather_retrieval_status,weather_record_count,skipped_missing_required_records,mean_outdoor_temperature_c,minimum_outdoor_temperature_c,maximum_outdoor_temperature_c,daily_solar_sum_wh_m2,mean_wind_speed_m_s,mean_relative_humidity_percent,percent_time_comfortable,percent_time_below_comfort,percent_time_above_comfort,minimum_indoor_temperature_c,maximum_indoor_temperature_c,mean_indoor_temperature_c,indoor_temperature_range_c,degree_hours_below_comfort,degree_hours_above_comfort,total_heat_loss_kwh,total_solar_gain_kwh,thermal_mass_absorbed_kwh,thermal_mass_released_kwh,thermal_mass_net_kwh
D0034,brick_masonry,0.35,0.1169,0.0952,0.1043,4.175,4.0,3.0,90.0,3.867,north,2.0,east,0.68,5.0,2.0,0,none,0.0,0.0,0.0,2,75.0,50.0,20.0,16.7,50.099999999999994,43.18299999999999,S01_winter,winter,winter,2024-01-15,2024-01-15,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-11.3675,-17.9,-4.05,3254.6499999999996,3.1495833333333336,46.97083333333334,4.166666666666657,79.16666666666667,16.666666666666668,-12.959260813680766,33.880686933787885,1.5094280970329814,46.83994774746865,441.63295808392564,20.976890363009534,13.889156703008528,8.558297454,0.0,0.0,0.0
D0035,brick_masonry,0.35,0.1169,0.1418,0.0,4.315,4.0,3.0,270.0,3.915,north,2.0,west,0.606,5.0,2.0,1,stone,693.6,900.0,624240.0,2,75.0,50.0,20.0,17.26,51.78,43.975,S01_winter,winter,winter,2024-01-15,2024-01-15,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-11.3675,-17.9,-4.05,3254.6499999999996,3.1495833333333336,46.97083333333334,0.0,100.0,0.0,-13.605140618790623,7.106647600968429,-5.145769188182504,20.71178821975905,555.4984605163802,0.0,16.780560031241023,7.7216245785,3.1392274959863413,7.232358879284635,-4.093131383298294
D0036,brick_masonry,0.35,0.1194,0.0679,0.0,4.465,4.0,3.0,180.0,3.428,east,2.0,north,0.491,5.0,2.0,1,stone,2842.7,900.0,2558430.0,2,75.0,50.0,20.0,17.86,53.58,45.361999999999995,S01_winter,winter,winter,2024-01-15,2024-01-15,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-11.3675,-17.9,-4.05,3254.6499999999996,3.1495833333333336,46.97083333333334,0.0,100.0,0.0,-10.375402864843199,6.210749256268002,-2.4779877342005743,16.5861521211112,491.47170562081374,0.0,25.602251764338536,5.4780576382,2.005366089477735,16.48565552045017,-14.480289430972434
D0037,brick_masonry,0.35,0.1222,0.0574,0.1374,5.17,4.0,3.0,90.0,3.021,south,2.0,north,0.716,5.0,2.0,1,stone,1006.0,900.0,905400.0,2,75.0,50.0,20.0,20.68,62.04,49.999,S01_winter,winter,winter,2024-01-15,2024-01-15,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-11.3675,-17.9,-4.05,3254.6499999999996,3.1495833333333336,46.97083333333334,0.0,100.0,0.0,-7.598102641176674,13.464550278600155,3.0814125292910357,21.06265291977683,358.04609929701513,0.0,17.109776694275467,7.039925117399999,3.2155017697982053,7.641424584054139,-4.425922814255934
D0038,brick_masonry,0.35,0.1314,0.0925,0.0775,4.938,4.0,3.0,0.0,0.949,south,2.0,east,0.602,5.0,2.0,1,water,1980.4,4186.0,8289954.4,2,75.0,50.0,20.0,19.752,59.256,50.679,S01_winter,winter,winter,2024-01-15,2024-01-15,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-11.3675,-17.9,-4.05,3254.6499999999996,3.1495833333333336,46.97083333333334,0.0,100.0,0.0,5.9822857028989365,9.684711413876048,8.074723400057755,3.7024257109771117,238.20663839861388,0.0,16.47058523827298,1.8593750356999998,0.10696048075929494,9.358812790535925,-9.25185230977663
D0039,brick_masonry,0.35,0.1382,0.1546,0.0811,5.126,4.0,3.0,180.0,2.834,west,2.0,west,0.529,5.0,2.0,1,water,1974.5,4186.0,8265257.0,2,75.0,50.0,20.0,20.504,61.512,49.922,S01_winter,winter,winter,2024-01-15,2024-01-15,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-11.3675,-17.9,-4.05,3254.6499999999996,3.1495833333333336,46.97083333333334,0.0,100.0,0.0,5.882976051470699,9.609532753612642,8.319332976331214,3.7265567021419432,232.3360085680509,0.0,19.696035898871042,4.8793257149,1.6961173725061751,11.148412097436577,-9.452294724930402
D0040,brick_masonry,0.35,0.1384,0.1113,0.145,5.854,4.0,3.0,270.0,1.87,west,2.0,west,0.58,5.0,2.0,1,stone,758.2,900.0,682380.0,2,75.0,50.0,20.0,23.416,70.248,55.254000000000005,S01_winter,winter,winter,2024-01-15,2024-01-15,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-11.3675,-17.9,-4.05,3254.6499999999996,3.1495833333333336,46.97083333333334,0.0,100.0,0.0,-6.937656518160812,9.191295396458154,1.749525836877203,16.128951914618966,390.01137991494704,0.0,12.417138348046636,3.52999339,1.6365707165215704,4.847103509538952,-3.2105327930173817
D0041,brick_masonry,0.35,0.1416,0.0901,0.0671,5.319,4.0,3.0,270.0,3.233,west,2.0,west,0.527,5.0,2.0,1,water,2672.7,4186.0,11187922.2,2,75.0,50.0,20.0,21.276,63.828,50.681,S01_winter,winter,winter,2024-01-15,2024-01-15,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-11.3675,-17.9,-4.05,3254.6499999999996,3.1495833333333336,46.97083333333334,0.0,100.0,0.0,6.10444416095425,9.65112865266165,8.363575307617658,3.546684491707401,231.27419261717617,0.0,23.014562905570312,5.54524337815,1.6353897922496623,13.741827473638432,-12.106437681388769
D0042,brick_masonry,0.35,0.1489,0.1653,0.0,5.832,4.0,3.0,270.0,0.631,north,2.0,north,0.548,5.0,2.0,1,stone,2180.6,900.0,1962540.0,2,75.0,50.0,20.0,23.328,69.984,56.361,S01_winter,winter,winter,2024-01-15,2024-01-15,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-11.3675,-17.9,-4.05,3254.6499999999996,3.1495833333333336,46.97083333333334,0.0,100.0,0.0,-11.897415167302768,4.948614606535729,-5.365906360502603,16.846029773838495,560.7817526520626,0.0,18.853617693677943,1.1254189142,1.214385138799919,13.151761017255023,-11.937375878455104
D0043,brick_masonry,0.35,0.1499,0.0636,0.0543,4.482,4.0,3.0,0.0,1.001,west,2.0,west,0.479,5.0,2.0,1,water,2592.2,4186.0,10850949.2,2,75.0,50.0,20.0,17.928,53.784000000000006,47.891000000000005,S01_winter,winter,winter,2024-01-15,2024-01-15,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-11.3675,-17.9,-4.05,3254.6499999999996,3.1495833333333336,46.97083333333334,0.0,100.0,0.0,6.431479936560608,9.738547353670072,8.254503354216718,3.3070674171094634,233.8919194987988,0.0,17.660576623814457,1.5605363273499997,0.0,10.756063868767114,-10.756063868767114
D0044,brick_masonry,0.35,0.152,0.0,0.0895,4.71,4.0,3.0,90.0,3.009,east,2.0,east,0.545,5.0,2.0,1,stone,1479.6,900.0,1331640.0,2,75.0,50.0,20.0,18.84,56.519999999999996,47.251,S01_winter,winter,winter,2024-01-15,2024-01-15,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-11.3675,-17.9,-4.05,3254.6499999999996,3.1495833333333336,46.97083333333334,0.0,100.0,0.0,-12.64504288605803,2.9980665677881655,-4.826905250534149,15.643109453846197,547.8457260128195,0.0,19.4203507797762,5.337316808250001,3.0681659224398046,11.444567285992669,-8.376401363552864
D0045,brick_masonry,0.35,0.1542,0.074,0.1946,5.244,4.0,3.0,270.0,1.471,south,2.0,east,0.734,5.0,2.0,1,stone,2037.6,900.0,1833840.0,2,75.0,50.0,20.0,20.976,62.928,51.992999999999995,S01_winter,winter,winter,2024-01-15,2024-01-15,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-11.3675,-17.9,-4.05,3254.6499999999996,3.1495833333333336,46.97083333333334,0.0,100.0,0.0,-0.20627753744493493,8.94037944030616,5.595113805265091,9.146656977751094,297.7172686736379,0.0,14.207255825299898,3.5140911701000004,1.511982965018785,6.711060742593236,-5.19907777757445
D0046,brick_masonry,0.35,0.1581,0.1237,0.1949,5.513,4.0,3.0,90.0,2.239,west,2.0,east,0.411,5.0,2.0,0,none,0.0,0.0,0.0,2,75.0,50.0,20.0,22.052,66.156,52.839,S01_winter,winter,winter,2024-01-15,2024-01-15,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-11.3675,-17.9,-4.05,3254.6499999999996,3.1495833333333336,46.97083333333334,0.0,100.0,0.0,-11.15155253660427,15.95799481969436,-1.3835481804026317,27.109547356298627,465.2051563296631,0.0,8.452135165761879,2.9950233148499996,0.0,0.0,0.0
D0047,brick_masonry,0.35,0.1593,0.1815,0.1617,5.641,4.0,3.0,0.0,1.507,south,2.0,east,0.495,5.0,2.0,1,water,2452.1,4186.0,10264490.6,2,75.0,50.0,20.0,22.564,67.69200000000001,54.339000000000006,S01_winter,winter,winter,2024-01-15,2024-01-15,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-11.3675,-17.9,-4.05,3254.6499999999996,3.1495833333333336,46.97083333333334,0.0,100.0,0.0,7.4602256094882815,9.785762696293922,8.886001181215143,2.3255370868056406,218.7359716508366,0.0,15.00668755591091,2.42785498725,0.6159040093933585,7.857429108706764,-7.241525099313406
D0048,brick_masonry,0.35,0.1617,0.0989,0.1204,4.379,4.0,3.0,90.0,2.165,north,2.0,east,0.668,5.0,2.0,1,stone,885.7,900.0,797130.0,2,75.0,50.0,20.0,17.516,52.547999999999995,46.108999999999995,S01_winter,winter,winter,2024-01-15,2024-01-15,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-11.3675,-17.9,-4.05,3254.6499999999996,3.1495833333333336,46.97083333333334,0.0,100.0,0.0,-4.729974503136921,12.975828188724744,4.591690750435398,17.705802691861663,321.79942198955047,0.0,13.50653476075404,4.706939923000001,2.278981416469437,5.54056602082653,-3.261584604357093
D0049,brick_masonry,0.35,0.1701,0.1674,0.1919,4.507,4.0,3.0,180.0,0.833,south,2.0,south,0.469,5.0,2.0,0,none,0.0,0.0,0.0,2,75.0,50.0,20.0,18.028,54.083999999999996,48.208999999999996,S01_winter,winter,winter,2024-01-15,2024-01-15,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-11.3675,-17.9,-4.05,3254.6499999999996,3.1495833333333336,46.97083333333334,0.0,100.0,0.0,-7.880393320472325,13.169327550041514,0.35363223995514476,21.049720870513838,423.51282624107654,0.0,6.706005963521566,1.2715168980499998,0.0,0.0,0.0
D0050,brick_masonry,0.35,0.1733,0.1323,0.1209,5.31,4.0,3.0,0.0,3.927,north,2.0,west,0.732,5.0,2.0,1,water,2026.0,4186.0,8480836.0,2,75.0,50.0,20.0,21.24,63.72,49.933,S01_winter,winter,winter,2024-01-15,2024-01-15,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-11.3675,-17.9,-4.05,3254.6499999999996,3.1495833333333336,46.97083333333334,0.0,100.0,0.0,6.99879768374901,10.992306011016764,9.360305680185238,3.9935083272677536,207.35266367555428,0.0,21.769640995059618,9.3556997226,5.025825865542376,12.096021600804816,-7.07019573526244
D0051,brick_masonry,0.35,0.1773,0.1265,0.1954,5.466,4.0,3.0,0.0,1.112,east,2.0,east,0.586,5.0,2.0,0,none,0.0,0.0,0.0,2,75.0,50.0,20.0,21.864,65.592,53.684,S01_winter,winter,winter,2024-01-15,2024-01-15,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-11.3675,-17.9,-4.05,3254.6499999999996,3.1495833333333336,46.97083333333334,0.0,100.0,0.0,-9.346200017281191,15.264633969821984,-0.3013869411759677,24.610833987103177,439.23328658822317,0.0,7.60767835419938,2.1208340888,0.0,0.0,0.0
D0052,brick_masonry,0.35,0.1802,0.1352,0.0,4.341,4.0,3.0,180.0,3.048,north,2.0,west,0.689,5.0,2.0,1,stone,1571.0,900.0,1413900.0,2,75.0,50.0,20.0,17.364,52.092,44.998,S01_winter,winter,winter,2024-01-15,2024-01-15,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-11.3675,-17.9,-4.05,3254.6499999999996,3.1495833333333336,46.97083333333334,0.0,100.0,0.0,-11.968405369471904,4.125663309088385,-3.3403752731657406,16.09406867856029,512.1690065559778,0.0,21.1245499344956,6.834999334799999,3.362095110413693,11.990186319273784,-8.628091208860091
D0053,brick_masonry,0.35,0.1811,0.1416,0.1094,5.355,4.0,3.0,180.0,3.04,west,2.0,south,0.703,5.0,2.0,0,none,0.0,0.0,0.0,2,75.0,50.0,20.0,21.42,64.26,51.09,S01_winter,winter,winter,2024-01-15,2024-01-15,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-11.3675,-17.9,-4.05,3254.6499999999996,3.1495833333333336,46.97083333333334,4.166666666666657,83.33333333333334,12.5,-12.074495601338215,31.829628746198367,1.7033413553934418,43.90412434753658,430.0653888666319,15.20076467998856,12.377128670263264,6.955577608,0.0,0.0,0.0
D0054,brick_masonry,0.35,0.1812,0.0,0.0548,4.787,4.0,3.0,270.0,3.548,west,2.0,south,0.613,5.0,2.0,1,stone,1453.3,900.0,1307970.0,2,75.0,50.0,20.0,19.148,57.444,47.174,S01_winter,winter,winter,2024-01-15,2024-01-15,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-11.3675,-17.9,-4.05,3254.6499999999996,3.1495833333333336,46.97083333333334,0.0,100.0,0.0,-12.9274331048046,3.6287984174495067,-4.631407438882828,16.556231522254105,543.1537785331877,0.0,21.127740518493926,7.078616396599999,3.7372544028161654,12.067364035619295,-8.33010963280313
D0055,brick_masonry,0.35,0.1896,0.0,0.1187,4.041,4.0,3.0,90.0,0.915,north,2.0,west,0.51,5.0,2.0,1,water,1526.1,4186.0,6388254.6,2,75.0,50.0,20.0,16.164,48.492000000000004,45.331,S01_winter,winter,winter,2024-01-15,2024-01-15,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-11.3675,-17.9,-4.05,3254.6499999999996,3.1495833333333336,46.97083333333334,0.0,100.0,0.0,-2.6367349839409018,8.86096062728056,2.870617748970693,11.497695611221463,363.10517402470344,0.0,29.427120492930808,1.5187824225000002,0.0,22.424077886150386,-22.424077886150386
D0056,brick_masonry,0.35,0.1933,0.1149,0.0,5.92,4.0,3.0,180.0,0.644,north,2.0,north,0.426,5.0,2.0,0,none,0.0,0.0,0.0,2,75.0,50.0,20.0,23.68,71.03999999999999,56.876,S01_winter,winter,winter,2024-01-15,2024-01-15,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-11.3675,-17.9,-4.05,3254.6499999999996,3.1495833333333336,46.97083333333334,0.0,100.0,0.0,-15.982513746336858,-1.1788169703908045,-9.125520089977536,14.803696775946054,651.0124821594608,0.0,6.180086673870521,0.8928936996,0.0,0.0,0.0
D0057,brick_masonry,0.35,0.1955,0.0,0.0941,5.087,4.0,3.0,180.0,2.247,north,2.0,south,0.78,5.0,2.0,0,none,0.0,0.0,0.0,2,75.0,50.0,20.0,20.348,61.044,50.275,S01_winter,winter,winter,2024-01-15,2024-01-15,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-11.3675,-17.9,-4.05,3254.6499999999996,3.1495833333333336,46.97083333333334,0.0,100.0,0.0,-15.880694528615745,6.234532290948857,-7.166914953058716,22.1152268195646,604.0059588734092,0.0,10.987655840017721,5.704294868999999,0.0,0.0,0.0
D0058,brick_masonry,0.35,0.197,0.0582,0.0564,5.768,4.0,3.0,90.0,2.984,east,2.0,north,0.437,5.0,2.0,0,none,0.0,0.0,0.0,2,75.0,50.0,20.0,23.072,69.216,53.623999999999995,S01_winter,winter,winter,2024-01-15,2024-01-15,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-11.3675,-17.9,-4.05,3254.6499999999996,3.1495833333333336,46.97083333333334,0.0,100.0,0.0,-13.557132000273716,13.625286780140474,-3.6548433504944833,27.18241878041419,519.7162404118675,0.0,9.635259694357282,4.2440896372,0.0,0.0,0.0
D0059,brick_masonry,0.35,0.1987,0.0,0.1831,4.098,4.0,3.0,180.0,3.139,south,2.0,east,0.659,5.0,2.0,1,stone,1613.2,900.0,1451880.0,2,75.0,50.0,20.0,16.392,49.176,43.449,S01_winter,winter,winter,2024-01-15,2024-01-15,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-11.3675,-17.9,-4.05,3254.6499999999996,3.1495833333333336,46.97083333333334,0.0,100.0,0.0,-11.54861155029579,4.494479755173737,-2.8318552535451365,16.043091305469527,499.96452608508326,0.0,21.056352123416737,6.732572244649999,3.231188681273061,11.921743719507354,-8.690555038234294
D0060,concrete,0.35,0.0,0.0,0.0,4.107,4.0,3.0,0.0,2.569,south,2.0,south,0.557,5.0,2.0,0,none,0.0,0.0,0.0,2,75.0,50.0,20.0,16.428,49.284000000000006,44.07300000000001,S01_winter,winter,winter,2024-01-15,2024-01-15,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-11.3675,-17.9,-4.05,3254.6499999999996,3.1495833333333336,46.97083333333334,0.0,100.0,0.0,-17.05815225182786,-0.7483828128440635,-9.783106490268581,16.309769438983796,666.7945557664459,0.0,9.937186092163738,4.6571860884500005,0.0,0.0,0.0
D0061,concrete,0.35,0.0,0.0,0.0645,5.895,4.0,3.0,0.0,3.331,east,2.0,east,0.432,5.0,2.0,1,water,1035.8,4186.0,4335858.8,2,75.0,50.0,20.0,23.58,70.74,54.039,S01_winter,winter,winter,2024-01-15,2024-01-15,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-11.3675,-17.9,-4.05,3254.6499999999996,3.1495833333333336,46.97083333333334,0.0,100.0,0.0,-13.233201596210769,4.2638885639800375,-6.327457791642279,17.497090160190808,583.8589869994147,0.0,38.57994963176942,4.6834153128,3.7028544871857467,31.685043818603663,-27.982189331417917
D0062,concrete,0.35,0.0,0.0,0.0849,5.332,4.0,3.0,0.0,3.603,east,2.0,west,0.597,5.0,2.0,1,water,2383.7,4186.0,9978168.2,2,75.0,50.0,20.0,21.328,63.983999999999995,50.388999999999996,S01_winter,winter,winter,2024-01-15,2024-01-15,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-11.3675,-17.9,-4.05,3254.6499999999996,3.1495833333333336,46.97083333333334,0.0,100.0,0.0,-8.606624617140376,7.676294377088712,-1.287191877440195,16.28291899422909,462.8926050585647,0.0,64.24979552134194,7.0007228581500005,0.0,51.57223057335758,-51.57223057335758
D0063,concrete,0.35,0.0,0.0,0.0994,5.097,4.0,3.0,0.0,1.276,east,2.0,north,0.777,5.0,2.0,1,stone,1822.6,900.0,1640340.0,2,75.0,50.0,20.0,20.388,61.164,51.306,S01_winter,winter,winter,2024-01-15,2024-01-15,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,-11.3675,-17.9,-4.05,3254.6499999999996,3.1495833333333336,46.97083333333334,0.0,100.0,0.0,-14.779346250742453,-2.1530055299879565,-8.760026842735458,12.626340720754497,642.2406442256511,0.0,21.97317905780345,3.2268292518,4.8715425795127825,16.16225169866358,-11.290709119150799
